GEOID,2016,2017,2018,2019,13qct,14qct,15qct,17qct,16qct,18qct,19qct,NMDDA
6073005600,,,,,0,0,0,0,0,0,0,
28109950100,,,,,0,0,0,0,,0,0,
33007951100,,,,67392,0,0,0,0,0,0,0,0
6079010504,,,,,0,0,0,0,0,0,0,
6093000800,,66690,,,0,0,0,0,0,0,0,
6059011602,36575,29992,,,0,0,0,0,0,0,0,
6059074003,,,,,0,0,0,0,0,0,0,
2090000400,,,,,0,0,0,0,0,0,0,
41019050001,,62709,,,0,0,0,0,0,0,0,1
6037219902,,,,,0,0,0,0,0,0,0,
36061005400,,,58395,,0,0,0,0,0,0,0,
6059074003,,,,,0,0,0,0,0,0,0,
45073030601,,,,,0,0,0,0,0,0,0,0
12033000300,,,,,0,0,0,0,,0,0,
37045950400,,,,,0,0,0,0,0,0,0,1
24033801214,,,,54906,0,0,0,0,,0,0,
40047001300,,,,,0,0,0,0,0,0,0,0
45057011201,,52452,,,0,0,0,0,0,0,0,
19045000900,,,,,0,0,0,0,,0,0,
6093000701,52085,,,,0,0,0,0,0,0,0,
40143001800,,,,,0,0,0,0,0,0,0,
41023960200,,51984,,,0,0,0,0,0,0,0,0
29189210702,,31309,,,0,0,0,0,,0,0,
21111010405,,25374,,25374,0,0,0,0,,0,0,
13179010206,,,,,0,0,0,0,,0,0,
17179020700,,50228,,,0,0,0,0,,0,0,
6093001000,,48886,,,0,0,0,0,0,0,0,
19007950400,,48800,,,0,0,0,0,,0,0,
18153050400,,,,,0,0,0,0,,0,0,
51041100505,,,,,0,0,0,0,0,0,0,
25013801402,,,,,0,0,0,0,,0,0,
41059950600,,,,,0,0,0,0,0,0,0,1
27061480100,,46266,,,0,0,0,0,,0,0,
6035040500,,,46000,,0,0,0,0,0,0,0,
32033970200,,,,45560,0,0,0,0,0,0,0,0
51107611502,,,,44862,0,0,0,0,0,0,0,
28047002800,,,,,0,0,0,0,,0,0,
36045060400,,,,,0,0,0,0,0,0,0,
22101040500,,,,44000,0,0,0,0,,0,0,
2195000200,,,,43985,0,0,0,0,0,0,0,
55129950200,,,,,0,0,0,0,0,0,0,0
24031701211,,41990,0,,0,0,0,0,,0,0,
26009960300,,41312,,,0,0,0,0,,0,0,
24031700823,,,41091,,0,0,0,0,,0,0,
6009000300,,,,,0,0,0,0,0,0,0,
34003005000,,,,,0,0,0,0,0,0,0,
11001010100,,,,,0,0,0,0,,0,0,
40037020601,,,,,0,0,0,0,0,0,0,
51059480202,,,,36332,0,0,0,0,0,0,0,
47139950202,,,,,0,0,0,0,0,0,0,
45017950100,,,,,0,0,0,0,0,0,0,
6093001200,,36250,,,0,0,0,0,0,0,0,
6049000300,,36240,,,0,0,0,0,0,0,0,
39077915500,,,,35504,0,0,0,0,0,0,0,0
32017950200,,,,,0,0,0,0,0,0,0,0
2170000900,,,,,0,0,0,0,0,0,0,
2188000200,,,,35100,0,0,0,0,0,0,0,
4011960100,,34625,0,,0,0,0,0,0,0,0,
30029001700,,34237,,,0,0,0,0,,0,0,0
37075920200,,,0,34143,0,0,0,0,0,0,0,0
6007000903,,,,,0,0,0,0,0,0,0,
21085950400,33496,,,,0,0,0,0,,0,0,
17121951700,,,,,0,0,0,0,,0,0,
37179020312,,,30986,,0,0,0,0,0,0,0,
55003950500,,30034,,,0,0,0,0,0,0,0,0
47013950400,,,,,0,0,0,0,0,0,0,
12011070317,,,,,0,0,0,0,,0,0,
45011970100,,,,,0,0,0,0,0,0,0,1
6063000100,,27050,,,0,0,0,0,0,0,0,
6037401500,,26416,,,0,0,0,0,0,0,0,
36045060700,,,,,0,0,0,0,0,0,0,
6063000300,,25572,,,0,0,0,0,0,0,0,
26033970500,,,,,0,0,0,0,,0,0,
4013103606,,,,,0,0,0,0,0,0,0,
42039111800,,,,,0,0,0,0,0,0,0,0
4023966000,,,,,0,0,0,0,0,0,0,
6067005204,,25000,,,0,0,0,0,0,0,0,
6093000800,,24850,,,0,0,0,0,0,0,0,
40027202402,,,,24641,0,0,0,0,0,0,0,
37109071102,,,,,0,0,0,0,0,0,0,
40131050103,,24300,,,0,0,0,0,0,0,0,
6093000800,23835,,,,0,0,0,0,0,0,0,
13175950100,,,,,0,0,0,0,,0,0,
6063000202,8932,14616,,,0,0,0,0,0,0,0,
51153901209,,,,23502,0,0,0,0,0,0,0,
42009960800,,,,,0,0,0,0,0,0,0,0
2170001202,,,22777,,0,0,0,0,0,0,0,
51059480202,,,,21883,0,0,0,0,0,0,0,
39009973500,,21500,,,0,0,0,0,0,0,0,0
13051000300,,,21246,,0,0,0,0,,0,0,
6103000200,,21137,,,0,0,0,0,0,0,0,
37061090502,,,,,0,0,0,0,0,0,0,0
47161110200,,,,,0,0,0,0,0,0,0,0
36047001100,10236,,,10236,0,0,0,0,0,0,0,
6063000100,,20150,,,0,0,0,0,0,0,0,
20061000700,,,,19636,0,0,0,0,,0,0,
6093000600,,19527,,,0,0,0,0,0,0,0,
24031702500,,,,19271,0,0,0,0,,0,0,
6063000502,,19170,,,0,0,0,0,0,0,0,
27053026713,,,,,0,0,0,0,,0,0,
39107967400,,,,,0,0,0,0,0,0,0,0
55077960300,,,,,0,0,0,0,0,0,0,0
26013000100,,9926,,6600,0,0,0,0,,0,0,
51059430700,,,,16210,0,0,0,0,0,0,0,
32003005846,,,,,0,0,0,0,0,0,0,
47013951100,,,,,0,0,0,0,0,0,0,
40101000900,,14744,0,,0,0,0,0,0,0,0,0
39031961800,,,,12995,0,0,0,0,0,0,0,0
48201210100,,,,,0,0,0,0,0,0,0,
6103000400,,12623,,,0,0,0,0,0,0,0,
4019004317,,12342,,,0,0,0,0,0,0,0,
2220000100,,,,12180,0,0,0,0,0,0,0,
12011070102,,12169,,,0,0,0,0,,0,0,
55057100200,,,,,0,0,0,0,0,0,0,0
13089021208,,,11722,,0,0,0,0,,0,0,
40143005805,,4743,,,0,0,0,0,0,0,0,
11001006202,,,,,0,0,0,0,,0,0,
35015000700,,,,,0,0,0,0,0,0,0,0
10005051305,11146,,,,0,0,0,0,,0,0,
41041950303,,,,,0,0,0,0,0,0,0,1
39041012400,,10484,,,0,0,0,0,0,0,0,
4023966000,,,,,0,0,0,0,0,0,0,
40131050407,,,,,0,0,0,0,0,0,0,
13179010300,,,,,0,0,0,0,,0,0,
18057110806,,,8911,,0,0,0,0,,0,0,
51059460400,,,,,0,0,0,0,0,0,0,
33009961800,,,,8464,0,0,0,0,0,0,0,0
37157040300,,8339,,,0,0,0,0,0,0,0,
27057070100,,,,,0,0,0,0,,0,0,
1047956100,7821,,,,0,0,0,0,0,0,0,
54003971201,,7600,,,0,0,0,0,0,0,0,
53057951900,,,,,0,0,0,0,0,0,0,
29187950902,,,,,0,0,0,0,,0,0,
6111002800,,,,,0,0,0,0,0,0,0,
20073965700,,,,,0,0,0,0,,0,0,
26151970800,,,,,0,0,0,0,,0,0,
17175951500,,,,,0,0,0,0,,0,0,
39107967700,,,,,0,0,0,0,0,0,0,0
20125950600,,,,,0,0,0,0,,0,0,
41019020000,,,,,0,0,0,0,0,0,0,1
13179010206,,,,,0,0,0,0,,0,0,
48029190504,,,,,0,0,0,0,0,0,0,
53005010500,,,,,0,0,0,0,0,0,0,
6049000300,,4000,,,0,0,0,0,0,0,0,
53033030901,,3744,,,0,0,0,0,0,0,0,
37017950200,,0,,,0,0,0,0,0,0,0,0
47137925100,,,,,0,0,0,0,0,0,0,0
22055001410,,,,,0,0,0,0,,0,0,
22071007700,,,,,0,0,0,0,,0,0,
48141980000,,,,,0,0,0,0,0,0,0,
8041004701,,2226,,,0,0,0,0,0,0,0,
24021740200,,,,2000,0,0,0,0,,0,0,
11001001702,,2000,0,,0,0,0,0,,0,0,
48029181819,,868,,,0,0,0,0,0,0,0,
51139030300,,,250,250,0,0,0,0,0,0,0,0
51059471303,,,,500,0,0,0,0,0,0,0,
51059491501,,,250,,0,0,0,0,0,0,0,
42089301002,,,,,0,0,0,0,0,0,0,
2130000200,,7812821,103540,1661052,0,0,0,0,0,0,0,
22101040100,,,,,0,0,0,0,,0,0,
47045964200,,,,,0,0,0,0,0,0,0,0
47031970801,1739165,7436790,,,0,0,0,0,0,0,0,0
29047022100,,1926843,,,0,0,0,0,,0,0,
40101001600,,,,,0,0,0,0,0,0,0,0
40109103601,,6392983,0,,0,0,0,0,0,0,0,
4023966000,,1485400,2196000,4392000,0,0,0,0,0,0,0,
55009940003,,2554937,,4258228,0,0,0,0,0,0,0,
16079960300,,,,,0,0,0,0,,0,0,
40109108315,,,,,0,0,0,0,0,0,0,
24019970702,,,769628,2732820,0,0,0,0,,0,0,
21007950100,,,,,0,0,0,0,,0,0,
32019960201,,,1550259,1550259,0,0,0,0,0,0,0,0
26141950500,,,2990569,,0,0,0,0,,0,0,
40041375700,18027,715962,0,0,0,0,0,0,0,0,0,0
40041375700,,1038112,1009520,875765,0,0,0,0,0,0,0,0
47027955000,,,,,0,0,0,0,0,0,0,0
16079960300,,,,,0,0,0,0,,0,0,
16035940000,1295604,,1295604,,0,0,0,0,,0,0,
4001945001,,360000,2144000,,0,0,0,0,0,0,0,
36089490800,,625505,842408,950860,0,0,0,0,0,0,0,0
1075030100,,,,,0,0,0,0,0,0,0,
12099002600,,2127840,0,,0,0,0,0,,0,0,
53063014400,528090,528090,,,0,0,0,0,0,0,0,
48291700600,,,,,0,0,0,0,0,0,0,
13109970300,,34723,745344,1003432,0,0,0,0,,0,0,
24005408400,,,655864,942263,0,0,0,0,,0,0,
55003950800,,,,,0,0,0,0,0,0,0,0
16079960300,,,,,0,0,0,0,,0,0,
37107011001,,,,,0,0,0,0,0,0,0,1
32003005843,,1515086,,,0,0,0,0,0,0,0,
12095018800,,1413301,,,0,0,0,0,,0,0,
4007000301,,,,,0,0,0,0,0,0,0,
29207470800,,,,,0,0,0,0,,0,0,
24019970702,,1110000,,,0,0,0,0,,0,0,
40027201404,,,1080000,,0,0,0,0,0,0,0,
6103000200,270185,805491,,,0,0,0,0,0,0,0,
53063014400,1048958,,,,0,0,0,0,0,0,0,
40031000502,,208321,,796321,0,0,0,0,0,0,0,
2195000200,,614606,306979,,0,0,0,0,0,0,0,
40031000403,102343,682167,0,,0,0,0,0,0,0,0,
40143007624,,,,711000,0,0,0,0,0,0,0,
16049960200,,,,675818,0,0,0,0,,0,0,
13109970300,,,,,0,0,0,0,,0,0,
54049021200,,,,639538,0,0,0,0,0,0,0,1
40143005805,,,,,0,0,0,0,0,0,0,
21027960100,,,,,0,0,0,0,,0,0,
4001945001,,,,533939,0,0,0,0,0,0,0,
6089012701,531275,,,,0,0,0,0,0,0,0,
41019100000,,,,,0,0,0,0,0,0,0,1
35055940100,,,,,0,0,0,0,0,0,0,1
6063000501,,125607,,295432,0,0,0,0,0,0,0,
40105172400,,,,,0,0,0,0,0,0,0,1
40123088800,,352634,,,0,0,0,0,0,0,0,0
54031970100,,,328000,,0,0,0,0,0,0,0,0
51139030200,,77037,117760,,0,0,0,0,0,0,0,0
50005957400,,,,,0,0,0,0,0,0,0,0
13121008800,,,,,0,0,0,0,,0,0,
40109108101,,53691,181872,21187,0,0,0,0,0,0,0,
40143003100,,,,,0,0,0,0,0,0,0,
1089001402,37038,,,,0,0,0,0,0,0,0,
49055979100,,,,122008,0,0,0,0,0,0,0,0
55087940000,,121638,0,121638,0,0,0,0,0,0,0,
39119911100,,,,,0,0,0,0,0,0,0,0
2220000100,,,,238036,0,0,0,0,0,0,0,
6021010400,,,,,0,0,0,0,0,0,0,
22029000500,,,,,0,0,0,0,,0,0,
40105172400,,194480,,,0,0,0,0,0,0,0,1
27135970400,,,,86489,0,0,0,0,,0,0,
40125500900,,85032,12051,,0,0,0,0,0,0,0,0
40013796100,,,134886,34818,0,0,0,0,0,0,0,1
2240000400,,,89630,75550,0,0,0,0,0,0,0,
49055979100,,,,157408,0,0,0,0,0,0,0,0
26125181200,7240,,,72001,0,0,0,0,,0,0,
18151970800,,,,,0,0,0,0,,0,0,
40027201101,,7403,115640,,0,0,0,0,0,0,0,
28099940100,,,,,0,0,0,0,,0,0,
28045030400,,,,,0,0,0,0,,0,0,
34027045100,,,,,0,0,0,0,0,0,0,
37161960200,,85047,,0,0,0,0,0,0,0,0,0
1071950400,,,,,0,0,0,0,0,0,0,
32001950100,,79449,,,0,0,0,0,0,0,0,1
26095960100,,,,,0,0,0,0,,0,0,
40117957500,,72800,,,0,0,0,0,0,0,0,
37061090702,,,,,0,0,0,0,0,0,0,0
27021940001,,65184,,,0,0,0,0,,0,0,
1133965600,,,,,0,0,0,0,0,0,0,
23005011100,,,,54219,0,0,0,0,,0,0,
36045060600,,,,,0,0,0,0,0,0,0,
33009961601,,14678,37415,,0,0,0,0,0,0,0,0
6103000100,,51681,,,0,0,0,0,0,0,0,
29061470200,,,,,0,0,0,0,,0,0,
26061000400,,,,,0,0,0,0,,0,0,
48037011300,,,24756,13784,0,0,0,0,0,0,0,
41011000700,37831,,,,0,0,0,0,0,0,0,1
39009973700,,35491,,,0,0,0,0,0,0,0,0
21145031500,,,,,0,0,0,0,,0,0,
51193010200,,,,,0,0,0,0,0,0,0,0
1071950700,,,,,0,0,0,0,0,0,0,
26007000100,,,,,0,0,0,0,,0,0,
40051000500,,,,,0,0,0,0,0,0,0,
55129950600,,,,,0,0,0,0,0,0,0,0
37165010400,,23760,,,0,0,0,0,0,0,0,1
12051000402,,,,,0,0,0,0,,0,0,
37039930400,,,,,0,0,0,0,0,0,0,0
40041375700,,,,,0,0,0,0,0,0,0,0
46041941700,,,,,0,0,0,0,0,0,0,0
13001950500,,,,,0,0,0,0,,0,0,
37039930602,,,,18013,0,0,0,0,0,0,0,0
51141030200,,,,,0,0,0,0,0,0,0,0
54003971300,,,,,0,0,0,0,0,0,0,
6035040200,,11925,,,0,0,0,0,0,0,0,
46127020300,,,,10888,0,0,0,0,0,0,0,
2240000400,,10600,,,0,0,0,0,0,0,0,
22041950100,,7470,,,0,0,0,0,,0,0,
37093970201,,,7275,,0,0,0,0,0,0,0,
26051000500,,,,,0,0,0,0,,0,0,
45067950200,,,,,0,0,0,0,0,0,0,0
28107950600,,,,,0,0,0,0,,0,0,
42129803100,,,,,0,0,0,0,0,0,0,
16049960400,,,500,500,0,0,0,0,,0,0,
